#Data from MatrixData https://matrixdata.io/
Symbol,Time,Open,High,Low,Close,QuoteVolume,QuoteAssetVolume,TradeNum
BTC/USDT.OK,"2018/8/1 0:00:00",7741.45240000000000000000,7752.04110000000000000000,7664.29360000000000000000,7675.22650000000000000000,1493.07048478000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 1:00:00",7675.22650000000000000000,7691.99360000000000000000,7553.59320000000000000000,7555.81930000000000000000,2724.86454405000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 2:00:00",7552.00000000000000000000,7580.00000000000000000000,7492.76890000000000000000,7551.78120000000000000000,3329.36295851000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 3:00:00",7551.80000000000000000000,7562.53900000000000000000,7508.54930000000000000000,7538.69280000000000000000,1593.06186264000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 4:00:00",7538.69290000000000000000,7578.06390000000000000000,7524.26290000000000000000,7537.90870000000000000000,1325.01787477000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 5:00:00",7537.00000000000000000000,7562.33040000000000000000,7469.17850000000000000000,7535.10630000000000000000,1931.71892462000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 6:00:00",7532.14570000000000000000,7584.27120000000000000000,7521.37010000000000000000,7569.00000000000000000000,1580.69435961000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 7:00:00",7572.07330000000000000000,7572.07330000000000000000,7515.15150000000000000000,7558.73120000000000000000,1306.73371911000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 8:00:00",7556.99990000000000000000,7658.34570000000000000000,7553.97520000000000000000,7630.20310000000000000000,1647.64618645000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 9:00:00",7630.00000000000000000000,7635.00130000000000000000,7588.04000000000000000000,7592.33010000000000000000,825.98173619000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 10:00:00",7592.33010000000000000000,7593.00000000000000000000,7533.31710000000000000000,7566.83220000000000000000,1249.34036877000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 11:00:00",7565.29000000000000000000,7568.00000000000000000000,7519.99410000000000000000,7563.05410000000000000000,949.85874605000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 12:00:00",7564.36910000000000000000,7599.00000000000000000000,7555.34880000000000000000,7569.41130000000000000000,914.68599756000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 13:00:00",7568.40390000000000000000,7624.75000000000000000000,7567.09020000000000000000,7620.00000000000000000000,1275.66315673000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 14:00:00",7620.00000000000000000000,7638.00000000000000000000,7569.71250000000000000000,7578.18510000000000000000,1148.31224712000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 15:00:00",7578.18480000000000000000,7614.99910000000000000000,7562.87920000000000000000,7602.11330000000000000000,818.64197037000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 16:00:00",7597.88370000000000000000,7611.00000000000000000000,7526.69080000000000000000,7555.81980000000000000000,1191.99125649000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 17:00:00",7555.95160000000000000000,7583.16320000000000000000,7531.56590000000000000000,7540.42250000000000000000,1048.87961118000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 18:00:00",7540.42260000000000000000,7563.94090000000000000000,7531.45420000000000000000,7542.53990000000000000000,707.74160840000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 19:00:00",7538.76600000000000000000,7578.08960000000000000000,7538.13500000000000000000,7560.58600000000000000000,725.04525982000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 20:00:00",7564.97190000000000000000,7567.83760000000000000000,7476.07270000000000000000,7485.30880000000000000000,1256.91070119000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 21:00:00",7485.30880000000000000000,7523.68680000000000000000,7468.00000000000000000000,7474.84740000000000000000,1071.92187846000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 22:00:00",7476.99750000000000000000,7636.84200000000000000000,7440.79590000000000000000,7589.43510000000000000000,1418.69635129000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/1 23:00:00",7589.43510000000000000000,7633.57900000000000000000,7567.69010000000000000000,7599.22210000000000000000,715.07634578000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 0:00:00",7602.18350000000000000000,7931.00000000000000000000,7595.12450000000000000000,7669.11170000000000000000,770.65998250000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 1:00:00",7672.09530000000000000000,7710.14800000000000000000,7632.03000000000000000000,7674.27580000000000000000,1063.72554952000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 2:00:00",7679.64780000000000000000,7694.44030000000000000000,7654.56010000000000000000,7675.62650000000000000000,685.88895918000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 3:00:00",7675.62640000000000000000,7677.34300000000000000000,7640.00000000000000000000,7646.69220000000000000000,833.09880799000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 4:00:00",7646.69220000000000000000,7650.13350000000000000000,7616.85770000000000000000,7628.50680000000000000000,738.57031003000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 5:00:00",7624.80000000000000000000,7657.27210000000000000000,7617.91500000000000000000,7654.00000000000000000000,724.10063827000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 6:00:00",7650.90620000000000000000,7667.75780000000000000000,7635.66480000000000000000,7640.07970000000000000000,811.19563872000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 7:00:00",7640.00450000000000000000,7688.88880000000000000000,7640.00450000000000000000,7664.91680000000000000000,889.89156684000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 8:00:00",7659.94710000000000000000,7668.05120000000000000000,7611.12000000000000000000,7611.12010000000000000000,865.70402669000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 9:00:00",7611.96370000000000000000,7650.50000000000000000000,7600.00100000000000000000,7611.01810000000000000000,1146.58328206000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 10:00:00",7611.01850000000000000000,7617.68000000000000000000,7547.39240000000000000000,7574.37960000000000000000,1001.19715137000000000000,0.00000000000000000000,0
BTC/USDT.OK,"2018/8/2 11:00:00",7575.01960000000000000000,7580.00000000000000000000,7547.05190000000000000000,7560.65510000000000000000,1122.69489971000000000000,0.00000000000000000000,0
